,carat,cut,color,clarity,depth,table,price,x,y,z,cut value,color value,clarity value
33884,0.23,PREMIUM,H,VVS2,59.2,61.0,500,4.04,4.0,2.38,4,3,6
33885,0.42,PREMIUM,D,VS1,60.8,59.0,1179,4.79,4.85,2.93,4,7,5
33886,0.42,IDEAL,D,VS1,61.1,57.0,1179,4.81,4.84,2.95,5,7,5
33887,0.42,IDEAL,D,VS1,61.5,54.0,1179,4.79,4.84,2.96,5,7,5
33888,0.42,IDEAL,G,VVS1,61.6,55.0,1179,4.81,4.87,2.98,5,4,7
33889,0.42,PREMIUM,D,VS1,60.8,60.0,1179,4.84,4.87,2.95,4,7,5
33890,0.42,IDEAL,G,VVS1,61.1,56.0,1179,4.82,4.87,2.96,5,4,7
33891,0.42,IDEAL,G,VVS1,60.0,57.0,1179,4.84,4.86,2.91,5,4,7
33892,0.42,IDEAL,G,VVS1,61.2,57.0,1179,4.78,4.82,2.94,5,4,7
33893,0.42,PREMIUM,G,VVS1,62.7,58.0,1179,4.74,4.79,2.99,4,4,7
33894,0.42,IDEAL,G,VVS1,61.2,56.0,1179,4.85,4.86,2.97,5,4,7
33895,0.42,IDEAL,G,VVS1,62.0,56.0,1179,4.81,4.84,2.99,5,4,7
33896,0.51,PREMIUM,I,VS2,62.9,55.0,1179,5.12,5.08,3.21,4,2,4
33897,0.46,GOOD,G,VS1,59.5,61.4,1179,4.95,5.0,2.96,2,4,5
33898,0.37,IDEAL,E,VVS1,61.5,56.0,1179,4.64,4.59,2.84,5,6,7
33899,0.57,VERY GOOD,I,SI1,62.5,58.0,1180,5.22,5.27,3.28,3,2,3
33900,0.51,VERY GOOD,E,SI2,58.3,61.9,1180,5.19,5.2,3.04,3,6,2
33901,0.51,GOOD,D,SI2,63.9,55.0,1180,5.04,5.1,3.24,2,7,2
33902,0.45,GOOD,H,VVS1,56.8,64.0,1180,5.08,4.99,2.86,2,3,7
33903,0.51,GOOD,D,SI2,63.8,56.0,1180,5.07,5.09,3.24,2,7,2
33904,0.4,IDEAL,E,VS1,59.2,62.0,1180,4.8,4.83,2.85,5,6,5
33905,0.5,IDEAL,G,SI2,60.7,56.0,1180,5.13,5.18,3.13,5,4,2
33906,0.59,GOOD,I,SI2,63.9,57.0,1180,5.3,5.25,3.37,2,2,2
33907,0.41,PREMIUM,D,VVS2,61.9,59.0,1181,4.78,4.75,2.95,4,7,6
33908,0.41,IDEAL,D,VVS2,61.1,56.0,1181,4.81,4.78,2.93,5,7,6
33909,0.41,IDEAL,D,VVS2,62.5,57.0,1181,4.75,4.72,2.96,5,7,6
33910,0.41,PREMIUM,D,VVS2,62.2,58.0,1181,4.8,4.78,2.98,4,7,6
33911,0.5,VERY GOOD,E,SI2,63.1,58.0,1181,5.09,5.05,3.2,3,6,2
33912,0.5,VERY GOOD,E,SI2,63.3,56.0,1181,5.09,5.05,3.21,3,6,2
33913,0.5,IDEAL,E,SI2,62.8,55.0,1181,5.08,5.05,3.18,5,6,2
33914,0.5,GOOD,E,SI2,63.7,55.0,1181,5.08,5.03,3.22,2,6,2
33915,0.5,PREMIUM,E,SI2,61.5,58.0,1181,5.09,5.03,3.11,4,6,2
33916,0.5,IDEAL,E,SI2,63.0,57.0,1181,5.09,5.04,3.19,5,6,2
33917,0.45,IDEAL,G,VVS2,61.8,57.0,1181,4.94,4.9,3.04,5,4,6
33918,0.45,PREMIUM,G,VVS2,61.4,61.0,1181,4.95,4.89,3.02,4,4,6
33919,0.42,PREMIUM,E,VS1,59.5,59.0,1181,4.88,4.86,2.9,4,6,5
33920,0.42,IDEAL,E,VS1,61.6,57.0,1181,4.84,4.8,2.97,5,6,5
33921,0.42,PREMIUM,E,VS1,62.1,55.0,1181,4.85,4.81,3.0,4,6,5
33922,0.42,PREMIUM,E,VS1,62.2,59.0,1181,4.79,4.76,2.97,4,6,5
33923,0.63,PREMIUM,J,SI1,61.9,59.0,1181,5.49,5.47,3.39,4,1,3
33924,0.5,PREMIUM,E,SI2,59.4,60.0,1181,5.21,5.16,3.08,4,6,2
33925,0.5,PREMIUM,E,SI2,61.8,59.0,1181,5.07,5.03,3.12,4,6,2
33926,0.42,VERY GOOD,G,VVS2,58.5,63.0,1181,4.9,4.88,2.86,3,4,6
33927,0.5,VERY GOOD,H,SI1,63.1,59.0,1181,5.02,4.96,3.15,3,3,3
33928,0.6,IDEAL,I,SI2,61.9,55.0,1182,5.43,5.46,3.37,5,2,2
33929,0.43,IDEAL,G,VVS1,61.8,55.0,1183,4.87,4.9,3.02,5,4,7
33930,0.39,IDEAL,E,VVS1,62.1,54.0,1183,4.67,4.7,2.91,5,6,7
33931,0.39,IDEAL,E,VVS1,60.8,58.0,1183,4.72,4.76,2.88,5,6,7
33932,0.4,VERY GOOD,E,VVS2,59.8,60.0,1184,4.8,4.84,2.88,3,6,6
33933,0.41,VERY GOOD,E,VVS1,61.2,62.0,1184,4.76,4.78,2.92,3,6,7
33934,0.58,IDEAL,H,SI1,61.6,57.0,1184,5.34,5.38,3.3,5,3,3
33935,0.55,PREMIUM,E,SI2,61.9,58.0,1185,5.2,5.24,3.23,4,6,2
33936,0.42,VERY GOOD,D,VVS2,62.8,59.0,1185,4.73,4.76,2.98,3,7,6
33937,0.42,IDEAL,D,VVS2,61.7,55.0,1185,4.79,4.83,2.97,5,7,6
33938,0.5,IDEAL,E,SI2,61.1,58.0,1185,5.09,5.13,3.12,5,6,2
33939,0.44,IDEAL,H,IF,61.5,56.0,1185,4.89,4.93,3.02,5,3,8
33940,0.41,IDEAL,E,VVS2,61.4,53.9,1186,4.79,4.81,2.95,5,6,6
33941,0.55,PREMIUM,G,SI2,60.3,58.0,1186,5.35,5.33,3.22,4,4,2
33942,0.25,PREMIUM,G,SI2,59.0,60.0,1186,5.33,5.28,3.12,4,4,2
33943,0.25,PREMIUM,G,SI2,58.8,60.0,1186,5.33,5.28,3.12,4,4,2
33944,0.5,VERY GOOD,G,SI1,63.3,59.0,1187,4.99,5.02,3.17,3,4,3
33945,0.5,VERY GOOD,G,SI1,64.1,57.0,1187,5.04,5.07,3.24,3,4,3
33946,0.5,VERY GOOD,G,SI1,62.9,59.0,1187,5.04,5.07,3.18,3,4,3
33947,0.41,IDEAL,E,VVS2,62.2,54.0,1187,4.76,4.79,2.97,5,6,6
33948,0.41,IDEAL,E,VVS2,61.5,55.0,1187,4.79,4.83,2.96,5,6,6
33949,0.41,IDEAL,E,VVS2,61.1,56.0,1187,4.8,4.85,2.95,5,6,6
33950,0.41,IDEAL,E,VVS2,61.0,56.0,1187,4.79,4.82,2.93,5,6,6
33951,0.41,PREMIUM,E,VVS2,60.9,60.0,1187,4.81,4.82,2.93,4,6,6
33952,0.41,IDEAL,H,IF,61.8,55.0,1187,4.76,4.79,2.95,5,3,8
33953,0.41,IDEAL,H,IF,62.1,56.0,1187,4.74,4.76,2.95,5,3,8
33954,0.41,IDEAL,E,VVS2,60.0,57.0,1187,4.81,4.85,2.9,5,6,6
33955,0.41,IDEAL,E,VVS2,62.3,56.0,1187,4.75,4.78,2.97,5,6,6
33956,0.41,IDEAL,E,VVS2,61.6,56.0,1187,4.78,4.8,2.95,5,6,6
33957,0.41,VERY GOOD,E,VVS2,62.8,54.0,1187,4.72,4.77,2.98,3,6,6
33958,0.41,IDEAL,E,VVS2,61.9,56.0,1187,4.75,4.78,2.95,5,6,6
33959,0.41,PREMIUM,E,VVS2,61.8,59.0,1187,4.74,4.78,2.94,4,6,6
33960,0.41,IDEAL,E,VVS2,62.0,56.0,1187,4.72,4.76,2.94,5,6,6
33961,0.41,IDEAL,E,VVS2,60.9,56.0,1187,4.75,4.81,2.91,5,6,6
33962,0.41,IDEAL,E,VVS2,61.4,56.0,1187,4.77,4.81,2.94,5,6,6
33963,0.41,IDEAL,E,VVS2,61.8,57.0,1187,4.75,4.8,2.95,5,6,6
33964,0.41,VERY GOOD,H,IF,62.9,54.0,1187,4.71,4.74,2.97,3,3,8
33965,0.41,IDEAL,E,VVS2,61.4,57.0,1187,4.76,4.79,2.93,5,6,6
33966,0.54,IDEAL,G,SI1,61.7,55.0,1187,5.24,5.27,3.24,5,4,3
33967,0.31,IDEAL,E,IF,60.4,56.0,1188,4.43,4.38,2.66,5,6,8
33968,0.5,IDEAL,J,VS2,61.6,56.0,1188,5.08,5.14,3.15,5,1,4
33969,0.51,IDEAL,G,SI2,62.0,56.0,1188,5.13,5.16,3.19,5,4,2
33970,0.44,IDEAL,G,SI1,60.9,56.0,1188,4.88,4.94,2.99,5,4,3
33971,0.66,PREMIUM,J,SI1,61.0,61.0,1188,5.64,5.59,3.43,4,1,3
33972,0.5,FAIR,E,VS2,65.0,58.0,1188,4.96,4.92,3.21,1,6,4
33973,0.5,GOOD,E,SI1,63.6,56.0,1188,5.03,5.0,3.19,2,6,3
33974,0.53,VERY GOOD,H,SI1,61.7,55.0,1189,5.2,5.24,3.22,3,3,3
33975,0.4,VERY GOOD,E,VVS2,62.1,59.0,1189,4.67,4.7,2.91,3,6,6
33976,0.39,IDEAL,G,IF,62.1,53.7,1189,4.67,4.71,2.91,5,4,8
33977,0.42,VERY GOOD,H,VS2,60.9,55.0,1190,4.87,4.89,2.97,3,3,4
33978,0.52,VERY GOOD,E,SI2,62.6,58.0,1190,5.11,5.14,3.21,3,6,2
33979,0.53,VERY GOOD,I,VS2,60.3,60.1,1190,5.22,5.25,3.16,3,2,4
33980,0.5,VERY GOOD,D,SI1,60.7,59.0,1190,5.11,5.04,3.08,3,7,3
33981,0.5,GOOD,D,SI1,57.2,60.0,1190,5.25,5.2,2.99,2,7,3
33982,0.5,PREMIUM,D,SI2,62.2,58.0,1190,5.08,5.14,3.18,4,7,2
33983,0.5,GOOD,D,SI1,64.1,56.0,1190,5.03,4.98,3.21,2,7,3
33984,0.49,IDEAL,H,SI2,60.7,56.0,1190,5.13,5.18,3.13,5,3,2
33985,0.4,VERY GOOD,E,VVS1,62.9,56.0,1191,4.67,4.71,2.95,3,6,7
33986,0.54,IDEAL,G,SI2,61.4,56.0,1192,5.27,5.29,3.24,5,4,2
33987,0.51,IDEAL,H,SI1,59.9,56.0,1192,5.19,5.23,3.12,5,3,3
33988,0.46,IDEAL,I,IF,62.2,55.0,1192,4.94,4.97,3.08,5,2,8
33989,0.42,VERY GOOD,H,VVS1,62.2,56.0,1193,4.78,4.81,2.98,3,3,7
33990,0.45,VERY GOOD,G,VVS1,60.0,57.0,1193,4.99,5.02,3.0,3,4,7
33991,0.51,GOOD,D,SI1,63.4,59.0,1193,5.07,5.02,3.2,2,7,3
33992,0.53,PREMIUM,H,SI1,60.9,60.0,1193,5.26,5.19,3.18,4,3,3
33993,0.57,IDEAL,G,SI2,61.6,54.0,1193,5.35,5.37,3.3,5,4,2
33994,0.58,IDEAL,I,SI1,61.4,55.0,1193,5.37,5.42,3.31,5,2,3
33995,0.4,IDEAL,G,IF,62.0,57.0,1193,4.73,4.75,2.94,5,4,8
33996,0.5,GOOD,I,VS1,61.2,61.0,1193,5.03,5.06,3.09,2,2,5
33997,0.54,VERY GOOD,H,SI2,60.7,55.0,1194,5.31,5.34,3.23,3,3,2
33998,0.44,VERY GOOD,H,IF,61.1,57.0,1194,4.91,4.94,3.01,3,3,8
33999,0.46,VERY GOOD,E,VS2,62.1,57.0,1194,4.89,4.93,3.05,3,6,4
34000,0.51,VERY GOOD,E,SI2,61.6,57.0,1195,5.17,5.19,3.19,3,6,2
34001,0.35,IDEAL,E,VVS1,62.1,57.0,1195,4.52,4.55,2.81,5,6,7
34002,0.54,PREMIUM,G,SI2,61.4,59.0,1195,5.24,5.21,3.21,4,4,2
34003,0.51,IDEAL,H,SI1,63.0,57.0,1195,5.14,5.11,3.23,5,3,3
34004,0.59,PREMIUM,E,SI2,60.8,56.0,1195,5.43,5.4,3.29,4,6,2
34005,0.51,GOOD,H,VS2,64.1,54.0,1195,5.02,5.0,3.21,2,3,4
34006,0.51,PREMIUM,H,SI1,60.4,58.0,1195,5.21,5.19,3.14,4,3,3
34007,0.63,IDEAL,H,SI2,61.7,55.0,1196,5.51,5.56,3.41,5,3,2
34008,0.58,IDEAL,J,VS2,62.8,57.0,1196,5.33,5.28,3.33,5,1,4
34009,0.44,PREMIUM,H,VVS1,60.1,58.0,1196,4.96,4.92,2.97,4,3,7
34010,0.6,PREMIUM,D,SI2,62.0,57.0,1196,5.43,5.35,3.34,4,7,2
34011,0.6,PREMIUM,D,SI2,62.0,57.0,1196,5.43,5.35,3.34,4,7,2
34012,0.5,FAIR,E,SI1,66.4,58.0,1196,4.98,4.87,3.27,1,6,3
34013,0.52,PREMIUM,G,SI2,58.8,62.0,1196,5.31,5.3,3.12,4,4,2
34014,0.52,PREMIUM,G,SI2,61.5,59.0,1196,5.19,5.15,3.18,4,4,2
34015,0.58,VERY GOOD,G,SI2,59.5,59.0,1197,5.41,5.45,3.23,3,4,2
34016,0.41,VERY GOOD,G,IF,60.9,59.0,1197,4.8,4.85,2.94,3,4,8
34017,0.35,IDEAL,E,IF,61.4,56.0,1197,4.53,4.56,2.79,5,6,8
34018,0.35,IDEAL,E,IF,62.2,56.0,1197,4.51,4.52,2.81,5,6,8
34019,0.42,VERY GOOD,D,VVS1,61.4,55.0,1197,4.82,4.86,2.97,3,7,7
34020,0.5,VERY GOOD,G,SI1,62.2,60.0,1197,5.03,5.07,3.14,3,4,3
34021,0.56,GOOD,H,SI1,63.2,57.0,1197,5.23,5.27,3.32,2,3,3
34022,0.5,VERY GOOD,G,SI1,60.0,63.0,1197,5.06,5.1,3.05,3,4,3
34023,0.5,VERY GOOD,G,SI1,62.8,61.0,1197,4.99,5.01,3.14,3,4,3
34024,0.5,GOOD,G,SI1,63.6,55.0,1197,5.03,5.06,3.21,2,4,3
34025,0.5,GOOD,G,SI1,63.9,57.0,1197,5.02,5.06,3.22,2,4,3
34026,0.5,VERY GOOD,G,SI1,62.9,59.0,1197,5.06,5.09,3.19,3,4,3
34027,0.56,VERY GOOD,H,SI1,61.3,60.0,1197,5.23,5.28,3.22,3,3,3
34028,0.5,VERY GOOD,G,SI1,62.1,56.0,1197,5.05,5.09,3.15,3,4,3
34029,0.56,IDEAL,H,SI1,61.7,56.0,1197,5.26,5.3,3.26,5,3,3
34030,0.5,VERY GOOD,G,SI1,62.6,56.0,1197,5.06,5.1,3.18,3,4,3
34031,0.5,GOOD,G,SI1,62.5,64.0,1197,4.93,4.99,3.1,2,4,3
34032,0.39,IDEAL,D,VS2,61.4,56.0,1197,4.71,4.73,2.9,5,7,4
34033,0.53,IDEAL,H,SI1,62.3,57.0,1197,5.2,5.24,3.25,5,3,3
34034,0.52,IDEAL,G,SI1,61.1,55.0,1197,5.22,5.26,3.2,5,4,3
34035,0.6,FAIR,G,SI1,65.7,55.0,1197,5.31,5.23,3.46,1,4,3
34036,0.45,GOOD,D,VS2,63.7,61.0,1197,4.81,4.73,3.04,2,7,4
34037,0.49,VERY GOOD,G,VS2,60.1,56.0,1198,5.13,5.15,3.09,3,4,4
34038,0.43,VERY GOOD,D,VS1,61.2,58.0,1199,4.82,4.88,2.97,3,7,5
34039,0.41,IDEAL,G,VVS2,61.7,55.0,1199,4.81,4.85,2.98,5,4,6
34040,0.4,IDEAL,G,IF,61.2,56.0,1199,4.74,4.77,2.91,5,4,8
34041,0.48,GOOD,G,VS1,58.6,62.0,1199,5.14,5.2,3.03,2,4,5
34042,0.52,GOOD,E,SI2,60.5,62.0,1199,5.15,5.2,3.13,2,6,2
34043,0.38,IDEAL,D,VVS2,61.5,57.0,1200,4.63,4.67,2.86,5,7,6
34044,0.38,IDEAL,D,VVS2,61.3,56.0,1200,4.63,4.73,2.87,5,7,6
34045,0.38,VERY GOOD,D,VVS2,61.9,56.0,1200,4.63,4.65,2.87,3,7,6
34046,0.52,VERY GOOD,E,SI2,62.9,56.0,1200,5.08,5.12,3.21,3,6,2
34047,0.38,VERY GOOD,D,VVS2,60.0,62.0,1200,4.7,4.73,2.83,3,7,6
34048,0.38,IDEAL,D,VVS2,61.5,56.0,1200,4.64,4.66,2.86,5,7,6
34049,0.38,IDEAL,E,VVS1,61.3,55.0,1200,4.67,4.72,2.88,5,6,7
34050,0.39,IDEAL,G,IF,61.4,54.0,1200,4.71,4.73,2.9,5,4,8
34051,0.4,PREMIUM,G,VVS1,61.5,58.0,1200,4.74,4.69,2.9,4,4,7
34052,0.4,IDEAL,G,VVS1,61.4,55.0,1200,4.76,4.72,2.91,5,4,7
34053,0.4,IDEAL,G,VVS1,62.4,57.0,1200,4.78,4.74,2.97,5,4,7
34054,0.4,IDEAL,G,VVS1,61.6,57.0,1200,4.76,4.75,2.93,5,4,7
34055,0.4,IDEAL,G,VVS1,61.2,56.0,1200,4.79,4.75,2.92,5,4,7
34056,0.4,PREMIUM,G,VVS1,60.9,57.0,1200,4.8,4.76,2.91,4,4,7
34057,0.4,PREMIUM,G,VVS1,62.3,58.0,1200,4.72,4.66,2.92,4,4,7
34058,0.4,PREMIUM,G,VVS1,61.7,58.0,1200,4.71,4.69,2.9,4,4,7
34059,0.4,PREMIUM,D,VS1,59.2,59.0,1200,4.81,4.79,2.84,4,7,5
34060,0.4,PREMIUM,D,VS1,60.9,58.0,1200,4.81,4.78,2.92,4,7,5
34061,0.4,PREMIUM,D,VS1,62.1,58.0,1200,4.73,4.7,2.93,4,7,5
34062,0.4,PREMIUM,D,VS1,62.5,60.0,1200,4.72,4.66,2.93,4,7,5
34063,0.4,IDEAL,D,VS1,62.9,56.0,1200,4.71,4.67,2.95,5,7,5
34064,0.4,IDEAL,D,VS1,59.9,57.0,1200,4.82,4.77,2.87,5,7,5
34065,0.42,IDEAL,H,IF,62.4,57.0,1201,4.79,4.82,2.99,5,3,8
34066,0.39,IDEAL,G,IF,61.6,56.0,1201,4.69,4.73,2.9,5,4,8
34067,0.5,VERY GOOD,G,SI1,60.6,56.0,1202,5.13,5.16,3.12,3,4,3
34068,0.51,PREMIUM,H,VS2,60.9,60.0,1202,5.19,5.16,3.15,4,3,4
34069,0.44,IDEAL,G,VVS1,61.3,56.0,1202,4.91,4.93,3.01,5,4,7
34070,0.44,IDEAL,G,VVS1,62.3,56.0,1202,4.85,4.87,3.03,5,4,7
34071,0.59,IDEAL,I,SI2,62.8,57.0,1202,5.33,5.37,3.36,5,2,2
34072,0.48,IDEAL,I,IF,61.4,55.0,1202,5.05,5.08,3.11,5,2,8
34073,0.51,GOOD,D,SI2,57.7,60.0,1202,5.31,5.26,3.05,2,7,2
34074,0.47,VERY GOOD,G,VS1,60.5,59.4,1203,5.03,5.08,3.06,3,4,5
34075,0.52,GOOD,D,SI2,63.7,55.0,1203,5.1,5.11,3.25,2,7,2
34076,0.51,VERY GOOD,D,SI2,60.3,57.0,1204,5.15,5.17,3.11,3,7,2
34077,0.4,VERY GOOD,E,VVS2,60.5,58.0,1205,4.76,4.8,2.89,3,6,6
34078,0.46,GOOD,D,VS2,63.2,56.0,1205,4.89,4.92,3.1,2,7,4
34079,0.53,IDEAL,H,SI1,62.2,54.0,1205,5.18,5.23,3.24,5,3,3
34080,0.53,IDEAL,H,SI1,62.0,54.0,1205,5.17,5.22,3.22,5,3,3
34081,0.53,IDEAL,H,SI1,61.5,54.0,1205,5.21,5.26,3.22,5,3,3
34082,0.51,PREMIUM,E,SI2,62.0,57.0,1205,5.13,5.09,3.17,4,6,2
34083,0.51,PREMIUM,E,SI2,62.7,52.0,1205,5.15,5.12,3.22,4,6,2
34084,0.51,IDEAL,E,SI2,61.0,56.0,1205,5.2,5.16,3.16,5,6,2
34085,0.51,PREMIUM,E,SI2,60.3,56.0,1205,5.22,5.19,3.14,4,6,2
34086,0.53,PREMIUM,G,SI1,62.1,62.0,1206,5.15,5.13,3.19,4,4,3
34087,0.56,PREMIUM,E,SI2,62.6,59.0,1206,5.2,5.24,3.27,4,6,2
34088,0.52,IDEAL,H,SI1,61.5,56.0,1206,5.16,5.21,3.19,5,3,3
34089,0.4,PREMIUM,D,VVS2,62.0,61.0,1206,4.72,4.7,2.92,4,7,6
34090,0.7,PREMIUM,G,I1,62.3,56.0,1206,5.66,5.61,3.51,4,4,1
34091,0.43,PREMIUM,G,VVS1,62.0,59.0,1207,4.8,4.82,2.98,4,4,7
34092,0.43,IDEAL,G,VVS1,61.5,56.0,1207,4.85,4.87,2.99,5,4,7
34093,0.43,VERY GOOD,G,VVS1,62.3,59.0,1207,4.77,4.83,2.99,3,4,7
34094,0.43,IDEAL,G,VVS1,61.4,55.0,1207,4.86,4.91,3.0,5,4,7
34095,0.43,IDEAL,G,VVS1,62.0,55.0,1207,4.82,4.85,3.0,5,4,7
34096,0.43,PREMIUM,G,VVS1,60.3,58.0,1207,4.87,4.91,2.95,4,4,7
34097,0.43,PREMIUM,G,VVS1,60.9,58.0,1207,4.88,4.91,2.98,4,4,7
34098,0.43,IDEAL,G,VVS1,60.5,57.0,1207,4.86,4.92,2.96,5,4,7
34099,0.43,IDEAL,D,VS1,62.1,56.0,1207,4.85,4.87,3.02,5,7,5
34100,0.43,VERY GOOD,G,VVS1,61.3,57.0,1207,4.85,4.87,2.98,3,4,7
34101,0.43,PREMIUM,G,VVS1,62.2,58.0,1207,4.78,4.83,2.99,4,4,7
34102,0.4,VERY GOOD,E,IF,62.9,58.0,1207,4.68,4.77,2.97,3,6,8
34103,0.43,IDEAL,D,VS1,61.6,56.0,1207,4.85,4.86,2.99,5,7,5
34104,0.43,IDEAL,D,VS1,62.1,55.0,1207,4.83,4.86,3.01,5,7,5
34105,0.43,IDEAL,D,VS1,61.9,55.0,1207,4.85,4.87,3.01,5,7,5
34106,0.44,IDEAL,G,VVS1,60.3,57.0,1207,4.92,4.96,2.98,5,4,7
34107,0.33,IDEAL,E,VVS1,61.6,56.0,1207,4.44,4.46,2.74,5,6,7
34108,0.39,PREMIUM,E,VVS2,61.1,59.0,1207,4.74,4.68,2.88,4,6,6
34109,0.33,IDEAL,E,IF,61.9,57.0,1207,4.45,4.41,2.74,5,6,8
34110,0.33,PREMIUM,E,IF,60.8,58.0,1207,4.49,4.46,2.72,4,6,8
34111,0.33,PREMIUM,D,VVS1,61.8,58.0,1207,4.43,4.4,2.73,4,7,7
34112,0.57,VERY GOOD,J,VS2,63.3,56.0,1207,5.28,5.24,3.33,3,1,4
34113,0.46,PREMIUM,E,VS2,60.2,60.0,1208,5.01,4.96,3.0,4,6,4
34114,0.3,FAIR,D,IF,60.5,57.0,1208,4.47,4.35,2.67,1,7,8
34115,0.46,PREMIUM,I,IF,59.4,60.0,1208,5.04,5.02,2.99,4,2,8
34116,0.34,IDEAL,E,VVS1,61.1,56.0,1208,4.52,4.55,2.77,5,6,7
34117,0.3,PREMIUM,D,IF,62.1,59.0,1208,4.29,4.27,2.66,4,7,8
34118,0.54,IDEAL,H,SI2,61.2,56.0,1208,5.27,5.24,3.21,5,3,2
34119,0.56,PREMIUM,G,SI2,60.0,60.0,1208,5.48,5.42,3.11,4,4,2
34120,0.5,VERY GOOD,H,VS2,63.0,55.0,1209,5.05,5.08,3.19,3,3,4
34121,0.38,VERY GOOD,I,SI2,62.7,58.0,500,4.57,4.61,2.88,3,2,2
34122,0.38,PREMIUM,I,SI2,60.0,59.0,500,4.69,4.71,2.82,4,2,2
34123,0.3,IDEAL,H,VS2,61.0,56.0,501,4.33,4.37,2.65,5,3,4
34124,0.31,PREMIUM,H,SI2,59.5,59.0,501,4.45,4.39,2.63,4,3,2
34125,0.36,VERY GOOD,D,SI2,63.0,59.0,501,4.49,4.52,2.84,3,7,2
34126,0.34,IDEAL,I,VS1,62.0,54.0,501,4.49,4.51,2.79,5,2,5
34127,0.33,IDEAL,E,SI1,59.6,57.0,501,4.49,4.53,2.69,5,6,3
34128,0.31,IDEAL,H,VS2,62.1,53.8,502,4.33,4.37,2.7,5,3,4
34129,0.31,IDEAL,I,VS1,61.9,53.9,502,4.35,4.38,2.7,5,2,5
34130,0.31,IDEAL,I,VS1,62.5,53.4,502,4.31,4.34,2.7,5,2,5
34131,0.31,IDEAL,I,VS1,61.9,54.5,502,4.33,4.36,2.69,5,2,5
34132,0.31,IDEAL,I,VS1,61.3,54.0,502,4.39,4.46,2.7,5,2,5
34133,0.31,IDEAL,I,VS1,61.7,54.6,502,4.38,4.39,2.71,5,2,5
34134,0.31,GOOD,D,SI1,63.3,59.0,502,4.24,4.29,2.7,2,7,3
34135,0.28,IDEAL,I,VS2,62.4,56.0,503,4.19,4.22,2.62,5,2,4
34136,0.3,IDEAL,G,VS2,62.0,56.0,503,4.29,4.32,2.67,5,4,4
34137,0.31,IDEAL,I,VS1,61.9,55.0,503,4.35,4.38,2.7,5,2,5
34138,0.28,IDEAL,I,VS1,62.0,56.0,503,4.2,4.24,2.62,5,2,5
34139,0.3,IDEAL,H,VS1,60.8,57.0,503,4.31,4.34,2.63,5,3,5
34140,0.35,IDEAL,G,SI1,61.8,55.0,503,4.54,4.56,2.81,5,4,3
34141,0.27,VERY GOOD,H,VVS2,62.5,55.0,504,4.12,4.16,2.59,3,3,6
34142,0.27,VERY GOOD,G,VVS2,61.0,56.0,504,4.19,4.22,2.56,3,4,6
34143,0.31,VERY GOOD,E,IF,61.5,59.0,1209,4.34,4.37,2.68,3,6,8
34144,0.39,IDEAL,G,IF,60.6,56.0,1209,4.73,4.76,2.87,5,4,8
34145,0.43,PREMIUM,E,VS1,62.3,58.0,1209,4.82,4.78,2.99,4,6,5
34146,0.53,PREMIUM,I,VS2,58.5,60.0,1209,5.37,5.33,3.13,4,2,4
34147,0.42,PREMIUM,D,VVS2,59.6,59.0,1210,4.96,4.9,2.94,4,7,6
34148,0.42,IDEAL,D,VVS2,61.7,57.0,1210,4.82,4.8,2.97,5,7,6
34149,0.42,IDEAL,D,VVS2,62.0,55.0,1210,4.84,4.81,2.99,5,7,6
34150,0.59,VERY GOOD,G,SI2,60.6,56.0,1210,5.47,5.48,3.32,3,4,2
34151,0.5,GOOD,D,SI1,63.9,56.0,1210,5.02,4.93,3.18,2,7,3
34152,0.52,IDEAL,G,SI2,62.1,56.0,1210,5.13,5.18,3.2,5,4,2
34153,0.73,GOOD,G,I1,63.9,55.0,1210,5.76,5.69,3.65,2,4,1
34154,0.51,PREMIUM,E,SI2,60.7,56.0,1211,5.21,5.17,3.15,4,6,2
34155,0.34,IDEAL,D,VVS1,61.7,56.0,1211,4.48,4.46,2.76,5,7,7
34156,0.34,IDEAL,D,VVS1,62.4,55.0,1211,4.49,4.45,2.79,5,7,7
34157,0.34,IDEAL,D,VVS1,61.5,56.0,1211,4.5,4.47,2.76,5,7,7
34158,0.34,IDEAL,D,VVS1,61.7,57.0,1211,4.52,4.49,2.78,5,7,7
34159,0.51,PREMIUM,I,VVS2,59.4,60.0,1211,5.26,5.21,3.11,4,2,6
34160,0.38,IDEAL,E,VS1,62.2,54.0,1211,4.65,4.63,2.89,5,6,5
34161,0.38,IDEAL,E,VVS1,61.8,56.0,1211,4.67,4.62,2.87,5,6,7
34162,0.39,IDEAL,D,VVS2,62.1,56.0,1212,4.65,4.69,2.9,5,7,6
34163,0.56,IDEAL,I,SI1,61.9,57.0,1212,5.25,5.29,3.26,5,2,3
34164,0.56,IDEAL,I,SI1,61.8,54.0,1212,5.28,5.31,3.27,5,2,3
34165,0.57,PREMIUM,I,VS1,61.6,58.0,1212,5.33,5.28,3.27,4,2,5
34166,0.39,GOOD,G,IF,63.5,56.0,1213,4.65,4.67,2.96,2,4,8
34167,0.55,GOOD,G,SI1,63.6,61.0,1213,5.22,5.16,3.3,2,4,3
34168,0.58,IDEAL,G,SI2,62.1,54.0,1213,5.36,5.39,3.34,5,4,2
34169,0.45,IDEAL,G,VVS2,61.2,56.0,1213,4.96,4.91,3.02,5,4,6
